channel1_normal_train107_23.jpg,channel2_normal_train107_23.jpg,857,418,954,470
channel1_3m_train66_4.jpg,channel2_3m_train66_4.jpg,1035,638,1225,741
channel1_4m_train13_5.jpg,channel2_4m_train13_5.jpg,278,168,397,241
channel1_4m_train72_13.jpg,channel2_4m_train72_13.jpg,936,700,1046,764
channel1_normal_train129_18.jpg,channel2_normal_train129_18.jpg,641,511,744,574
channel1_3m_train22_18.jpg,channel2_3m_train22_18.jpg,0,390,162,469
channel1_4m_train53_21.jpg,channel2_4m_train53_21.jpg,274,585,399,651
channel1_normal_train130_10.jpg,channel2_normal_train130_10.jpg,742,545,802,597
channel1_5m_train22_22.jpg,channel2_5m_train22_22.jpg,527,451,612,503
channel1_normal_train21_18.jpg,channel2_normal_train21_18.jpg,166,470,298,544
channel1_normal_train28_9.jpg,channel2_normal_train28_9.jpg,1102,390,1221,473
channel1_3m_train42_14.jpg,channel2_3m_train42_14.jpg,0,597,153,704
channel1_normal_train107_10.jpg,channel2_normal_train107_10.jpg,944,421,1042,483
channel1_normal_train0_3.jpg,channel2_normal_train0_3.jpg,728,574,856,685
channel1_normal_train0_5.jpg,channel2_normal_train0_5.jpg,728,574,857,686
channel1_normal_train31_16.jpg,channel2_normal_train31_16.jpg,784,550,918,616
channel1_4m_train23_10.jpg,channel2_4m_train23_10.jpg,413,256,524,318
channel1_4m_train7_2.jpg,channel2_4m_train7_2.jpg,171,331,301,395
channel1_4m_train38_18.jpg,channel2_4m_train38_18.jpg,417,480,535,541
channel1_5m_train38_30.jpg,channel2_5m_train38_30.jpg,100,599,193,653
channel1_4m_train21_11.jpg,channel2_4m_train21_11.jpg,1035,237,1147,304
channel1_4m_train16_5.jpg,channel2_4m_train16_5.jpg,1146,181,1281,261
channel1_3m_train49_8.jpg,channel2_3m_train49_8.jpg,1230,637,1437,746
channel1_normal_train39_26.jpg,channel2_normal_train39_26.jpg,787,488,913,553
channel1_normal_train94_21.jpg,channel2_normal_train94_21.jpg,1238,543,1338,608
channel1_5m_train5_26.jpg,channel2_5m_train5_26.jpg,123,182,228,245
channel1_normal_train85_24.jpg,channel2_normal_train85_24.jpg,1191,185,1296,242
channel1_normal_train89_15.jpg,channel2_normal_train89_15.jpg,1224,173,1335,234
channel1_5m_train22_18.jpg,channel2_5m_train22_18.jpg,577,438,658,497
channel1_normal_train78_12.jpg,channel2_normal_train78_12.jpg,788,351,891,414
channel1_normal_train49_7.jpg,channel2_normal_train49_7.jpg,1073,220,1199,280
channel1_3m_train25_25.jpg,channel2_3m_train25_25.jpg,347,396,517,481
channel1_4m_train36_21.jpg,channel2_4m_train36_21.jpg,792,474,903,535
channel1_4m_train48_8.jpg,channel2_4m_train48_8.jpg,1348,613,1440,682
channel1_4m_train65_29.jpg,channel2_4m_train65_29.jpg,927,602,1045,669
channel1_4m_train0_6.jpg,channel2_4m_train0_6.jpg,682,611,795,674
channel1_normal_train43_9.jpg,channel2_normal_train43_9.jpg,815,448,932,520
channel1_5m_train17_16.jpg,channel2_5m_train17_16.jpg,1247,293,1344,348
channel1_4m_train53_20.jpg,channel2_4m_train53_20.jpg,283,586,401,652
channel1_3m_train60_6.jpg,channel2_3m_train60_6.jpg,276,691,464,808
channel1_4m_train60_16.jpg,channel2_4m_train60_16.jpg,307,674,439,751
channel1_3m_train7_17.jpg,channel2_3m_train7_17.jpg,772,461,946,562
channel1_4m_train53_1.jpg,channel2_4m_train53_1.jpg,423,591,540,658
channel1_normal_train107_22.jpg,channel2_normal_train107_22.jpg,857,418,953,470
channel1_3m_train30_29.jpg,channel2_3m_train30_29.jpg,1185,410,1400,502
channel1_3m_train62_24.jpg,channel2_3m_train62_24.jpg,973,645,1170,753
channel1_normal_train114_24.jpg,channel2_normal_train114_24.jpg,483,302,574,364
channel1_3m_train61_1.jpg,channel2_3m_train61_1.jpg,546,685,722,799
